pressure,temp,rel_hum,hum_temp,date,time,longitude,latitude,altitude,sat,Timestamp
XQ,1010.16,+2418,3.82,+2529,2015/10/18,01:54:08,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:59
XQ,1010.17,+2414,3.82,+2529,2015/10/18,01:54:09,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:00
XQ,1010.16,+2413,3.82,+2529,2015/10/18,01:54:10,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:01
XQ,1010.16,+2411,3.82,+2529,2015/10/18,01:54:11,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:02
XQ,1010.19,+2421,3.82,+2527,2015/10/18,01:54:12,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:03
XQ,1010.2,+2416,3.82,+2529,2015/10/18,01:54:13,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:04
XQ,1010.15,+2413,3.82,+2529,2015/10/18,01:54:14,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:05
XQ,1010.15,+2415,3.82,+2529,2015/10/18,01:54:15,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:06
XQ,1010.17,+2414,3.82,+2529,2015/10/18,01:54:16,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:07
XQ,1010.22,+2417,3.83,+2529,2015/10/18,01:54:17,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:08
XQ,1010.13,+2414,3.83,+2527,2015/10/18,01:54:18,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:09
XQ,1010.15,+2414,3.83,+2526,2015/10/18,01:54:19,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:10
XQ,1010.11,+2417,3.82,+2526,2015/10/18,01:54:20,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:11
XQ,1010.17,+2417,3.83,+2527,2015/10/18,01:54:21,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:12
XQ,1010.18,+2416,3.83,+2529,2015/10/18,01:54:22,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:13
XQ,1010.22,+2418,3.83,+2527,2015/10/18,01:54:23,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:14
XQ,1010.17,+2416,3.82,+2526,2015/10/18,01:54:24,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:15
XQ,1010.15,+2416,3.82,+2529,2015/10/18,01:54:25,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:16
XQ,1010.12,+2416,3.83,+2527,2015/10/18,01:54:26,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:17
XQ,1010.14,+2417,3.82,+2527,2015/10/18,01:54:27,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:18
XQ,1010.19,+2418,3.82,+2527,2015/10/18,01:54:28,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:20
XQ,1010.19,+2421,3.82,+2527,2015/10/18,01:54:29,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:21
XQ,1010.14,+2418,3.82,+2526,2015/10/18,01:54:30,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:22
XQ,1010.16,+2413,3.82,+2527,2015/10/18,01:54:31,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:23
XQ,1010.12,+2409,3.82,+2527,2015/10/18,01:54:32,+0000000000,+0000000000,-00017000,00,2025-11-25 15:46:24
